"","YEAR","AGE","SEX","DEGREE","REGION","PersIncomeAdj","MARITAL","EDUC","CLASS_","BORN","PRESTG10","SEI10","FINRELA","SATFIN","UNEMP","JOBLOSE","JobFind"
"56973",2016,60,1,3,3,125475.404540838,1,16,4,1,48,70.5,4,1,2,3,2
"56977",2016,42,2,3,3,150570.485449005,3,16,2,1,51,78.3,3,3,1,3,3
"56979",2016,32,2,3,3,103517.208746191,1,18,3,1,35,26.8,4,1,1,4,3
"56984",2016,34,2,1,3,26663.523464928,1,12,3,1,36,24.6,4,1,2,4,1
"56986",2016,59,1,3,3,20683.3656845117,5,16,1,1,35,31.6,2,3,1,3,3
"56988",2016,37,1,4,3,23170.2882025111,5,19,2,1,55,77.2,2,1,1,4,2
"56991",2016,53,1,1,3,40779.5064757722,5,12,2,1,28,18.6,2,2,2,3,3
"56996",2016,46,2,1,3,103517.208746191,1,12,3,1,38,39.2,3,2,2,3,3
"57001",2016,60,1,2,5,105561.0226659,5,16,3,1,46,52,3,2,1,4,3
"57003",2016,35,1,1,2,55375.1288567846,5,12,3,1,44,52.5,3,2,2,3,2
"57006",2016,27,1,1,5,57246.0624736044,5,12,2,1,44,28.7,3,3,1,4,2
"57010",2016,42,2,1,5,57246.0624736044,3,12,3,1,36,35.3,3,2,2,4,3
"57014",2016,59,1,3,2,22855.5460319487,1,16,2,1,48,26.1,2,3,1,4,3
"57021",2016,34,2,4,5,35089.7634616926,1,16,2,1,61,85.5,2,2,2,4,2
"57022",2016,31,1,1,5,70374.0151105999,5,12,3,1,40,45.1,3,3,2,4,3
"57026",2016,68,2,4,5,35089.7634616926,1,18,2,1,74,84.5,3,2,2,4,1
"57034",2016,29,2,3,5,47982.2830299545,5,16,3,2,48,20.1,3,2,1,3,2
"57041",2016,49,1,1,5,127952.754746545,4,14,3,1,66,82.7,4,2,1,3,2
"57046",2016,34,2,3,5,70374.0151105999,1,16,3,1,31,37.6,4,2,1,4,2
"57051",2016,49,2,1,5,30388.7792523045,1,13,2,1,39,41,3,2,2,4,2
"57053",2016,34,1,1,5,47982.2830299545,5,12,2,1,24,20.7,2,3,2,4,3
"57057",2016,59,2,4,5,127952.754746545,3,20,3,2,74,84.5,4,1,2,4,2
"57063",2016,37,1,1,5,179133.856645163,1,15,3,1,49,56.9,4,2,1,4,2
"57072",2016,21,1,1,5,41584.6452926272,5,13,2,1,24,20.7,4,1,2,3,3
"57074",2016,27,2,1,5,9605.41329882316,1,12,2,2,31,37.6,3,2,1,3,1
"57084",2016,24,2,1,5,555.314955600007,5,12,1,1,28,25.2,2,3,1,3,1
"57088",2016,57,2,3,5,86368.1094539181,5,16,3,1,52,67.8,4,1,2,4,1
"57101",2016,43,1,1,1,55375.1288567846,1,12,2,1,37,18.6,3,2,2,4,3
"57104",2016,19,2,1,1,9291.48619418601,5,12,3,1,46,61.4,3,2,2,4,1
"57108",2016,40,1,1,1,2454.37819675914,5,12,3,1,36,34.6,3,1,1,3,2
"57113",2016,48,2,3,1,655342.495017665,3,18,3,1,47,57.8,3,1,2,4,2
"57121",2016,64,1,3,1,55375.1288567846,1,16,3,1,65,59.4,4,1,2,4,1
"57124",2016,29,2,3,1,33942.948899608,1,16,2,1,45,19.7,2,3,2,4,3
"57128",2016,71,1,3,1,148525.15562839,1,16,4,1,65,85.2,5,1,2,4,3
"57129",2016,36,1,4,1,148525.15562839,1,18,2,1,60,65.3,4,2,2,4,3
"57142",2016,61,2,2,1,102111.044494518,1,14,2,1,64,71.8,3,2,1,2,3
"57151",2016,37,1,0,1,4328.27057693732,5,2,1,2,25,23.3,1,3,1,2,2
"57156",2016,42,2,1,1,68074.029663012,3,12,2,1,31,39.7,3,2,2,4,1
"57159",2016,47,2,4,2,148525.15562839,3,16,3,1,69,91.1,4,2,2,4,2
"57160",2016,33,2,1,1,11146.8129299107,3,12,1,1,48,20.1,1,3,1,3,3
"57177",2016,69,1,1,1,83545.4000409692,1,12,3,1,24,30.9,4,2,2,4,3
"57188",2016,45,2,4,9,701058.95481047,3,16,4,1,80,92.8,4,2,2,4,2
"57192",2016,20,1,1,2,2454.37819675914,5,13,4,1,32,36.8,4,1,2,4,1
"57204",2016,28,1,0,9,36310.7969644223,5,11,2,2,44,28.7,2,2,2,3,2
"57208",2016,47,2,4,9,49651.9430486376,5,20,3,1,62,71.4,4,2,2,3,3
"57216",2016,44,2,1,9,36310.7969644223,3,12,2,2,38,25.7,4,3,2,3,1
"57219",2016,36,1,2,9,5962.2053212804,5,14,2,1,65,85.2,2,3,1,4,3
"57225",2016,42,2,3,2,55375.1288567846,1,16,3,1,30,20.1,4,3,2,4,1
"57235",2016,58,1,1,7,86368.1094539181,3,13,2,1,35,32,3,1,2,3,1
"57236",2016,40,2,4,2,29395.6037181188,3,17,3,1,53,41.1,3,1,2,4,2
"57238",2016,32,1,3,7,21091.7320924205,3,16,2,1,31,39.7,2,3,1,3,2
"57241",2016,40,2,1,7,8297.73614531346,4,12,1,1,35,32,2,2,1,4,3
"57247",2016,57,2,4,2,83545.4000409692,3,17,3,1,31,39.7,4,2,2,4,2
"57271",2016,53,1,4,7,204724.407594472,1,20,3,1,64,71.8,5,1,2,4,2
"57273",2016,25,2,1,7,2537.30312662399,5,12,2,1,36,24.6,1,2,2,4,1
"57277",2016,21,2,1,7,7016.92907030054,5,13,2,1,35,21.8,2,1,2,4,3
"57282",2016,34,1,3,7,153543.305695854,5,16,3,1,47,57.8,4,1,2,3,1
"57293",2016,31,2,3,7,70374.0151105999,1,16,2,1,49,66.1,4,2,1,4,2
"57298",2016,57,2,3,5,86368.1094539181,1,16,2,1,62,79.9,3,3,1,3,3
"57306",2016,60,1,3,2,655342.495017665,1,16,3,1,50,68,4,1,2,4,3
"57309",2016,58,1,3,2,198033.540837853,1,16,3,1,63,79.3,5,1,2,4,2
"57314",2016,67,2,1,2,55375.1288567846,1,12,3,1,41,54.6,3,2,2,4,3
"57316",2016,57,2,3,2,68074.029663012,1,16,3,1,61,60.5,4,1,2,3,2
"57321",2016,52,2,4,2,102111.044494518,1,19,3,2,63,88,3,1,2,4,3
"57325",2016,34,2,3,2,123770.963023658,1,16,3,1,50,68.6,4,1,2,3,2
"57329",2016,30,2,4,2,68074.029663012,5,20,3,1,80,92.8,3,2,2,4,2
"57334",2016,52,1,1,2,20402.4055448198,1,15,3,1,49,46,3,1,1,4,2
"57339",2016,36,2,4,2,83545.4000409692,5,19,3,1,65,80.7,4,1,2,4,1
"57346",2016,29,1,1,2,29395.6037181188,5,12,2,1,50,32.6,2,3,1,3,2
"57347",2016,66,2,2,2,22855.5460319487,3,16,2,1,21,14,3,1,2,4,3
"57354",2016,27,1,3,2,29395.6037181188,5,16,3,1,61,71.7,2,1,1,3,1
"57358",2016,50,1,3,2,83545.4000409692,5,16,3,1,41,54.6,4,2,2,3,3
"57376",2016,42,1,0,7,127952.754746545,1,7,2,2,28,25.2,3,2,1,2,2
"57377",2016,28,2,1,7,21091.7320924205,5,12,2,1,55,37.2,2,3,2,3,2
"57386",2016,40,2,3,7,70374.0151105999,3,16,3,1,61,80.9,3,2,2,4,2
"57387",2016,36,2,3,7,8297.73614531346,3,19,2,2,42,50.3,3,3,1,3,2
"57389",2016,54,1,0,7,47982.2830299545,1,9,2,2,46,61.4,2,1,2,4,3
"57394",2016,50,2,3,7,2537.30312662399,3,18,2,2,24,20.7,2,3,1,2,1
"57409",2016,42,1,1,7,47982.2830299545,3,14,3,1,53,62.6,3,3,2,4,1
"57415",2016,30,2,1,5,555.314955600007,5,13,2,1,30,20.1,2,1,1,1,2
"57418",2016,33,1,2,5,5761.71254623693,1,15,2,2,24,17.1,1,3,1,4,2
"57420",2016,46,1,2,5,86368.1094539181,1,14,3,1,33,46.2,4,1,2,3,3
"57421",2016,52,2,4,5,86368.1094539181,1,16,3,1,64,82.5,4,2,2,4,1
"57434",2016,69,1,3,5,105561.0226659,3,18,3,1,35,31.6,5,1,2,3,1
"57436",2016,35,1,3,5,35089.7634616926,5,16,2,1,48,64.5,2,1,1,3,2
"57438",2016,31,2,2,5,57246.0624736044,5,14,2,1,30,20.1,3,1,1,4,2
"57439",2016,42,2,1,5,21091.7320924205,5,14,2,1,40,33.4,1,3,2,4,2
"57441",2016,31,2,0,5,21091.7320924205,2,10,1,2,24,20.7,2,3,1,3,2
"57455",2016,19,2,1,5,555.314955600007,5,12,3,1,45,38.3,3,2,2,4,3
"57466",2016,37,2,3,5,8297.73614531346,5,16,3,1,50,63.3,3,1,2,4,1
"57471",2016,59,1,0,5,57246.0624736044,5,11,2,1,55,70.4,5,2,2,4,1
"57473",2016,56,1,2,5,35089.7634616926,1,17,2,2,61,60.5,2,2,1,4,3
"57474",2016,56,2,1,5,41584.6452926272,1,12,2,1,35,21.8,2,2,2,4,3
"57480",2016,56,2,1,5,41584.6452926272,1,12,2,1,32,35.8,2,3,2,4,3
"57486",2016,33,2,1,5,41584.6452926272,3,12,2,1,32,35.8,3,2,2,4,3
"57488",2016,70,2,4,5,57246.0624736044,3,16,3,1,74,84.5,4,2,2,4,2
"57507",2016,34,1,3,3,103517.208746191,1,16,3,1,31,37.6,1,1,1,3,3
"57509",2016,59,1,1,3,40779.5064757722,5,12,2,1,49,42.7,2,3,1,3,2
"57519",2016,28,2,3,3,69011.4724974607,1,16,3,1,38,43,3,2,2,4,2
"57521",2016,53,2,3,3,84695.8980650654,5,16,3,1,64,84.2,4,1,1,4,2
"57530",2016,47,1,4,3,664367.171962827,1,18,4,1,72,77.4,5,1,1,3,3
"57540",2016,67,2,1,3,9419.43861888068,3,12,2,1,48,20.1,2,3,1,4,3
"57545",2016,34,2,3,3,56137.6959915707,5,16,2,1,31,55.3,3,3,1,4,2
"57549",2016,26,1,2,3,56137.6959915707,5,16,2,1,35,25,3,2,1,3,3
"57552",2016,31,1,1,3,56137.6959915707,1,12,2,1,34,27.4,3,2,1,4,2
"57568",2016,45,2,3,2,102111.044494518,5,16,2,1,58,81.9,4,3,2,2,3
"57573",2016,22,2,1,9,31446.2305974705,1,13,2,1,32,38.2,3,2,1,4,1
"57579",2016,22,1,1,9,36310.7969644223,5,13,3,1,31,19.6,4,2,1,4,1
"57581",2016,48,2,3,9,36310.7969644223,1,16,3,2,39,67.7,4,2,2,4,2
"57588",2016,51,1,2,9,49651.9430486376,2,15,2,1,31,55.3,2,3,2,2,3
"57591",2016,29,1,1,9,28136.1010608946,5,12,2,1,38,27,2,2,1,4,2
"57599",2016,24,1,1,9,24449.9408089638,5,14,2,1,37,18.6,2,2,2,3,2
"57602",2016,81,1,4,9,28136.1010608946,3,18,1,1,38,43,2,2,2,4,3
"57610",2016,47,2,1,9,132405.181463034,3,12,2,1,31,39.7,4,1,2,4,1
"57615",2016,27,2,3,8,43031.6839754859,5,16,3,1,61,80.9,3,1,2,4,2
"57628",2016,60,1,4,8,158886.21775564,1,16,3,1,65,79.4,3,1,1,3,2
"57635",2016,44,1,3,8,132405.181463034,1,20,3,1,39,67.7,4,1,2,4,2
"57650",2016,38,2,3,8,59238.0781865612,1,16,2,1,64,84.2,3,3,2,3,2
"57674",2016,20,2,1,4,8137.07998447332,5,12,1,1,25,23.8,2,3,2,4,3
"57676",2016,43,1,1,4,20683.3656845117,1,15,3,2,50,57.4,3,2,2,4,2
"57678",2016,43,1,1,2,26301.3296425274,5,16,2,2,18,27.6,2,2,1,3,2
"57689",2016,25,1,3,2,8026.54695208423,5,16,3,1,46,61.4,2,2,2,4,2
"57691",2016,46,2,2,9,21825.6701123665,4,14,2,1,31,19.6,2,2,1,4,1
"57693",2016,31,2,3,9,28136.1010608946,5,16,3,2,41,54.6,4,1,1,4,1
"57712",2018,55,1,1,1,120264.431597996,1,12,3,1,39,57.1,4,1,1,4,2
"57720",2018,51,1,4,9,126311.535382885,3,20,2,2,61,60.5,4,2,2,4,3
"57723",2018,39,1,3,9,56511.7809303026,3,16,3,1,53,64.2,2,3,2,4,1
"57725",2018,65,1,4,9,668794.317545297,4,18,3,1,61,83.4,3,1,2,4,1
"57728",2018,55,2,3,2,99218.1560683469,1,16,2,1,45,62,3,1,2,3,3
"57730",2018,50,2,3,2,120264.431597996,5,16,3,1,64,71.8,4,1,2,4,2
"57733",2018,42,2,1,2,53806.3066969435,5,14,2,1,46,52,2,3,1,4,3
"57737",2018,46,2,2,2,53806.3066969435,5,13,2,1,53,69.3,2,3,1,4,2
"57738",2018,35,2,1,2,28562.8025045241,5,12,2,1,48,26.1,2,2,1,2,1
"57742",2018,58,1,2,2,120264.431597996,3,14,2,1,49,46,4,1,1,4,2
"57747",2018,44,2,3,2,66145.4373788979,3,16,3,1,42,59.9,4,2,2,3,2
"57753",2018,39,1,0,2,53806.3066969435,5,10,2,1,50,68,3,2,1,4,3
"57755",2018,54,1,3,2,99218.1560683469,3,16,2,1,64,82.5,3,2,2,4,3
"57762",2018,23,1,1,5,26353.0310384145,5,14,3,1,65,59.4,3,2,2,4,1
"57768",2018,56,1,4,2,81178.4913286475,5,18,3,1,63,81,3,1,1,3,3
"57771",2018,45,2,1,5,34009.6716798814,5,12,2,1,25,12.6,3,2,2,4,1
"57773",2018,22,1,1,6,13937.9630983878,5,13,2,1,33,14,3,2,1,4,2
"57777",2018,65,1,1,3,39774.7015756458,1,12,2,1,38,28.4,3,2,1,4,1
"57780",2018,50,2,1,3,4279.75788953949,1,13,2,1,25,12.6,3,2,1,4,3
"57784",2018,47,2,1,3,39774.7015756458,3,12,3,1,31,39.7,4,2,2,4,1
"57790",2018,23,1,1,2,53806.3066969435,5,12,3,1,43,36.2,4,1,1,4,3
"57797",2018,50,1,3,7,68207.8450406023,1,16,3,1,50,68.6,3,2,2,4,2
"57805",2018,31,1,0,7,34009.6716798814,5,9,2,2,44,28.7,3,2,1,4,1
"57808",2018,46,2,3,7,83709.6280043756,3,16,2,1,53,68.6,3,1,2,4,2
"57811",2018,53,1,1,3,67311.0334357083,1,14,2,1,44,28.7,2,2,2,4,3
"57813",2018,30,1,4,3,82608.9955801874,1,16,3,1,69,91.1,4,1,1,4,2
"57831",2018,75,2,1,3,67311.0334357083,3,12,2,1,48,24.2,3,2,2,4,2
"57840",2018,27,1,1,3,13754.7037233441,1,15,3,2,37,18.6,2,2,1,4,1
"57846",2018,56,2,1,2,16257.3458634171,1,12,3,1,47,38.8,3,2,2,4,2
"57848",2018,59,2,1,3,7936.58276055578,3,15,3,1,46,60.2,4,2,1,4,3
"57862",2018,55,1,3,3,647997.199700706,1,16,1,1,53,69.3,1,1,2,4,1
"57871",2018,30,2,2,8,47366.8257685817,5,14,3,1,38,43,3,1,1,4,2
"57874",2018,28,1,4,8,85260.2863834471,5,19,2,2,65,85.2,3,2,2,4,2
"57879",2018,70,1,3,2,168370.204237195,1,16,3,1,31,55.3,1,1,1,4,2
"57885",2018,55,1,1,8,126311.535382885,5,13,2,1,24,20.7,3,2,2,4,3
"57888",2018,28,1,2,8,69471.3444605865,1,14,3,2,47,57.8,4,1,2,4,1
"57891",2018,64,1,3,8,69471.3444605865,1,16,3,2,64,82.5,3,1,1,4,3
"57904",2018,39,2,1,3,54754.4661075198,5,12,3,1,32,35.8,3,2,1,3,2
"57907",2018,31,1,3,3,45893.8864334375,2,16,3,2,49,51.8,3,3,1,3,2
"57909",2018,35,1,1,3,33562.5051080157,1,13,2,1,55,37.2,3,2,1,3,2
"57922",2018,68,2,1,3,39774.7015756458,1,12,3,1,32,35.8,4,1,2,4,2
"57934",2018,34,2,1,1,22208.029938886,4,14,2,1,35,31.6,1,3,1,3,2
"57938",2018,43,2,4,8,9482.20696119315,1,16,2,2,32,35.8,3,2,2,4,1
"57949",2018,37,1,1,8,104207.01669088,3,15,2,1,61,74.8,4,1,2,4,2
"57961",2018,57,1,0,6,40304.6357058105,2,11,2,1,50,68.6,3,3,2,4,2
"57964",2018,58,2,4,6,124014.263710186,2,20,3,1,50,68.6,3,1,1,4,2
"57969",2018,31,2,2,6,11168.7245897394,5,15,2,1,64,84.2,3,2,1,4,1
"57972",2018,27,1,2,6,55483.9815839372,1,14,2,1,24,20.7,3,1,1,4,1
"57981",2018,36,1,4,6,656630.723492693,1,17,3,2,72,77.4,5,1,2,4,2
"57996",2018,59,2,1,1,81178.4913286475,1,13,3,1,64,84.2,4,2,2,3,2
"57997",2018,47,1,1,1,144317.317917596,1,12,2,2,28,25.2,3,2,1,4,1
"58001",2018,48,1,4,9,126311.535382885,5,18,3,1,64,82.5,4,2,2,4,2
"58002",2018,37,2,3,1,120264.431597996,1,16,4,1,68,89.9,4,1,2,4,1
"58007",2018,32,2,3,1,120264.431597996,5,16,3,1,39,67.7,4,2,2,4,2
"58008",2018,32,1,3,1,53806.3066969435,5,16,2,1,38,39.2,3,3,1,4,2
"58017",2018,56,1,1,2,28562.8025045241,3,12,2,1,40,38.3,2,2,1,4,3
"58022",2018,26,2,3,2,16257.3458634171,5,16,2,1,25,23.8,3,2,2,3,2
"58026",2018,69,1,2,2,120264.431597996,1,16,4,1,60,65.3,4,1,2,4,3
"58028",2018,53,1,1,2,81178.4913286475,1,11,2,1,35,31.6,4,3,2,4,3
"58038",2018,60,2,1,2,66145.4373788979,1,14,3,1,32,35.8,3,2,2,4,3
"58040",2018,69,2,0,2,13516.5194672988,2,11,2,1,25,12.6,3,1,2,4,2
"58051",2018,61,2,3,2,144317.317917596,3,16,3,1,33,63.7,4,2,2,4,1
"58063",2018,51,2,2,2,66145.4373788979,1,14,3,1,47,38.8,4,2,2,4,2
"58065",2018,63,1,1,2,10831.0147097155,3,12,3,1,26,28.5,3,2,2,4,1
"58074",2018,26,2,2,5,29453.3876311692,5,14,2,1,55,37.2,3,2,1,3,2
"58079",2018,60,1,3,9,176836.149536038,1,17,3,2,73,84,4,2,1,4,2
"58080",2018,32,1,1,5,83709.6280043756,1,12,2,1,42,35.3,4,1,2,4,1
"58084",2018,31,1,4,5,68207.8450406023,3,14,2,2,32,26.9,4,1,2,4,1
"58089",2018,42,1,1,5,55483.9815839372,1,12,2,1,49,45.4,2,2,2,3,2
"58101",2018,60,1,1,9,151573.842459462,1,13,3,2,52,60.3,3,2,2,2,3
"58107",2018,61,2,1,5,55483.9815839372,3,12,2,1,31,19.6,3,3,2,4,3
"58113",2018,25,2,1,5,6800.9422218666,5,14,2,1,25,12.6,2,3,1,4,3
"58125",2018,60,1,1,5,102311.767560903,1,12,3,1,50,68,4,1,1,4,3
"58130",2018,29,2,1,5,55483.9815839372,3,14,2,1,16,13.3,3,1,1,4,3
"58139",2018,57,1,3,5,102311.767560903,1,19,3,1,53,59.1,4,1,2,4,1
"58145",2018,38,2,0,9,11375.6168765826,1,12,2,2,22,14.8,3,2,2,3,3
"58158",2018,40,1,3,5,55483.9815839372,5,16,2,1,64,82.5,2,3,2,4,2
"58174",2018,31,2,1,5,6800.9422218666,5,15,2,1,48,24.2,1,3,1,4,1
"58176",2018,49,1,1,5,46505.3488913198,1,14,3,1,37,33.2,2,2,2,4,3
"58179",2018,34,1,1,9,11375.6168765826,1,17,2,1,61,60.5,3,3,1,3,3
"58180",2018,45,2,1,5,55483.9815839372,3,14,2,1,48,54.3,3,1,2,4,2
"58186",2018,21,2,1,5,6800.9422218666,5,15,3,1,31,39.7,3,2,2,4,1
"58194",2018,58,1,3,5,102311.767560903,5,16,3,1,56,53.6,4,2,2,4,3
"58199",2018,29,2,3,5,40304.6357058105,5,17,3,1,64,82.5,3,1,2,4,1
"58208",2018,46,1,4,5,656630.723492693,1,18,4,1,52,49.2,5,1,2,4,1
"58212",2018,56,1,1,9,85260.2863834471,3,12,2,1,59,65.1,3,2,1,4,1
"58216",2018,44,1,1,5,83709.6280043756,1,13,2,2,46,52,3,2,2,4,3
"58228",2018,26,1,1,5,26353.0310384145,5,12,3,1,28,25.2,3,2,1,4,3
"58229",2018,59,2,1,5,20442.5112299871,1,12,2,1,35,32,3,3,2,4,2
"58235",2018,30,2,1,5,538.221904502207,5,13,3,1,58,71,4,1,1,3,3
"58236",2018,71,2,3,5,68207.8450406023,2,17,3,1,49,46,4,1,2,4,3
"58244",2018,33,1,3,5,102311.767560903,5,16,3,1,60,65.3,3,1,2,4,1
"58245",2018,26,2,3,9,17074.7933530583,5,17,2,1,52,60.3,2,2,1,4,2
"58257",2018,34,1,4,5,148817.116452223,1,17,3,1,73,70.1,3,2,2,4,2
"58268",2018,59,2,4,9,126311.535382885,4,19,3,1,71,88.7,4,1,2,4,2
"58269",2018,63,1,1,5,29453.3876311692,1,13,2,2,25,23.8,3,3,2,3,3
"58274",2018,38,1,0,5,46505.3488913198,5,6,2,2,27,14,3,2,2,4,3
"58276",2018,27,2,1,5,34009.6716798814,5,13,2,1,48,24.2,3,3,1,4,1
"58282",2018,23,2,1,5,11168.7245897394,5,14,2,1,31,39,2,3,1,4,3
"58289",2018,25,2,2,5,34009.6716798814,1,14,3,1,36,24.6,2,3,2,4,1
"58305",2018,33,1,0,6,16764.2481683429,5,10,1,1,37,18.6,3,2,1,2,2
"58309",2018,32,2,0,6,538.221904502207,5,9,2,1,50,32.6,2,2,2,4,2
"58313",2018,43,2,4,6,83709.6280043756,1,19,2,1,53,69.3,3,2,2,4,3
"58321",2018,42,1,1,6,83709.6280043756,1,13,2,1,73,86.5,3,3,2,3,3
"58322",2018,57,1,0,9,56511.7809303026,5,8,2,2,48,24.2,4,2,2,4,2
"58327",2018,39,2,1,6,26353.0310384145,1,14,2,1,60,65.3,3,2,2,4,2
"58329",2018,85,1,4,6,102311.767560903,1,17,3,1,31,39.7,4,1,2,4,3
"58331",2018,44,2,3,6,55483.9815839372,1,17,3,1,74,84.5,4,1,2,4,1
"58334",2018,32,2,2,6,22900.4739367229,5,14,2,1,32,35.8,2,3,1,4,2
"58338",2018,61,2,4,6,26353.0310384145,2,19,3,1,64,82.5,4,2,1,4,1
"58341",2018,51,1,3,6,68207.8450406023,4,16,2,1,53,59.1,2,3,2,4,3
"58343",2018,44,2,1,6,16764.2481683429,3,15,1,1,31,19.6,1,3,1,2,2
"58360",2018,62,1,1,6,148817.116452223,3,14,4,1,60,87.9,1,1,2,3,3
"58366",2018,48,2,0,9,9482.20696119315,1,7,1,2,32,13.2,2,2,1,1,2
"58396",2018,54,1,1,6,68207.8450406023,1,12,3,1,43,57.3,4,1,2,4,1
"58401",2018,59,1,3,6,656630.723492693,1,17,4,1,72,77.4,1,1,2,4,3
"58404",2018,35,2,3,6,40304.6357058105,1,16,3,1,52,60.3,4,3,2,3,3
"58416",2018,47,1,1,3,82608.9955801874,3,12,2,1,42,31,4,1,2,4,3
"58420",2018,33,1,3,5,46505.3488913198,1,17,3,1,60,76.3,3,2,2,3,3
"58425",2018,61,1,3,5,34009.6716798814,1,16,3,1,25,36.5,4,1,1,4,2
"58438",2018,42,2,2,5,34009.6716798814,1,14,2,1,52,60.3,3,3,2,4,3
"58441",2018,47,1,1,5,68207.8450406023,1,12,2,2,22,24.8,3,2,2,3,2
"58443",2018,37,1,1,5,40304.6357058105,1,12,2,1,51,58.1,2,2,1,2,3
"58449",2018,55,2,3,5,124014.263710186,2,16,2,1,60,76.3,4,1,2,4,3
"58461",2018,74,1,4,5,40304.6357058105,1,19,3,1,43,35.5,4,1,2,4,2
"58463",2018,34,2,1,2,25556.1917145742,1,12,2,1,36,24.6,4,2,2,4,1
"58464",2018,30,2,3,2,32981.3177214345,1,17,2,1,53,30,2,3,2,3,2
"58467",2018,34,1,1,2,5415.50735485777,1,15,3,1,43,61.2,4,2,1,4,2
"58469",2018,39,1,3,3,82608.9955801874,1,17,2,1,73,86.5,3,2,2,3,3
"58475",2018,55,1,1,3,82608.9955801874,3,12,3,1,48,57.5,4,1,2,4,2
"58479",2018,55,2,2,3,16543.8281815255,3,16,3,1,51,28.7,2,3,1,4,2
"58482",2018,57,2,4,3,82608.9955801874,5,18,3,1,61,80.9,3,2,2,3,3
"58487",2018,25,2,1,3,4279.75788953949,1,13,2,1,21,14,2,2,2,4,1
"58493",2018,57,1,1,3,54754.4661075198,3,12,2,1,24,20.7,2,3,2,4,3
"58498",2018,43,1,1,3,33562.5051080157,5,15,2,1,36,37.8,3,2,2,4,1
"58511",2018,65,1,1,9,34639.6754634023,1,14,2,2,45,38.8,1,3,2,1,3
"58515",2018,55,1,2,3,82608.9955801874,1,15,3,1,59,69.3,4,3,2,3,3
"58517",2018,25,2,1,3,54754.4661075198,1,13,1,1,38,43,3,2,2,4,3
"58523",2018,41,1,3,3,33562.5051080157,5,16,2,1,27,27.7,3,2,1,3,3
"58526",2018,69,1,1,3,45893.8864334375,1,12,2,1,70,83.8,3,3,1,4,3
"58530",2018,63,2,1,3,45893.8864334375,1,12,3,1,47,38.8,4,2,1,4,3
"58539",2018,63,2,3,3,20173.7286391675,2,16,3,1,38,59.1,3,3,2,4,1
"58541",2018,63,1,0,3,4279.75788953949,5,11,2,1,24,20.7,2,3,2,1,3
"58551",2018,35,2,3,3,26006.5356456146,1,16,2,1,53,41.1,3,2,2,4,1
"58553",2018,61,2,3,3,82608.9955801874,5,17,3,1,61,60.5,3,1,2,4,3
"58557",2018,47,2,3,3,67311.0334357083,1,16,3,1,64,82.5,3,2,2,4,2
"58559",2018,63,1,3,3,171337.176018166,1,16,3,1,39,67.7,5,1,2,4,2
"58561",2018,64,1,0,3,54754.4661075198,1,13,2,1,35,34.1,3,2,2,4,3
"58563",2018,27,1,1,3,39774.7015756458,1,12,2,1,25,23.3,3,2,2,4,3
"58568",2018,54,1,1,3,122383.697155833,3,12,3,1,47,50,4,1,2,4,3
"58582",2018,55,2,2,4,531.145245656316,2,14,2,1,35,23.7,2,2,2,4,3
"58588",2018,27,1,3,9,104207.01669088,5,16,3,1,60,76.3,4,1,2,4,1
"58593",2018,29,1,1,4,20173.7286391675,5,13,1,1,35,34.1,2,2,1,2,2
"58596",2018,64,2,2,4,67311.0334357083,5,18,2,1,54,62.9,3,1,2,4,3
"58605",2018,47,2,3,4,100966.550153562,1,16,3,1,64,84.2,3,2,2,4,2
"58607",2018,70,2,4,4,33562.5051080157,1,17,3,1,74,84.5,3,1,2,4,1
"58615",2018,50,2,3,4,82608.9955801874,3,16,2,2,43,61.2,3,3,2,3,3
"58619",2018,57,1,1,4,122383.697155833,3,14,3,1,53,69.3,4,1,2,3,3
"58623",2018,55,1,2,4,16543.8281815255,1,14,2,1,44,28.7,1,3,2,2,3
"58629",2018,45,2,4,4,82608.9955801874,1,16,3,1,64,71.8,3,1,2,4,1
"58633",2018,24,1,1,4,39774.7015756458,5,12,2,1,24,17.1,3,2,2,2,1
"58643",2018,34,1,4,9,104207.01669088,5,17,4,1,60,76.3,4,1,2,4,1
"58645",2018,25,1,1,7,22900.4739367229,5,12,3,1,49,45.4,4,2,1,2,2
"58648",2018,62,2,1,7,20442.5112299871,3,12,1,1,50,38.3,1,3,2,2,3
"58650",2018,39,2,2,7,13937.9630983878,5,15,1,1,48,20.1,2,3,1,4,1
"58669",2018,45,2,4,7,55483.9815839372,1,18,2,2,64,84.2,2,1,2,4,1
"58680",2018,24,2,0,7,2459.20284937299,5,11,2,1,21,14,3,2,2,4,3
"58686",2018,53,2,1,7,55483.9815839372,5,12,3,1,48,24.2,3,1,2,4,3
"58693",2018,34,1,1,7,83709.6280043756,1,9,2,1,49,45.4,4,1,2,3,1
"58696",2018,53,2,1,7,83709.6280043756,3,12,2,2,32,35.8,3,2,2,3,3
"58701",2018,27,1,0,7,26353.0310384145,5,10,3,1,43,36.2,4,2,2,4,1
"58710",2018,46,1,1,9,85260.2863834471,5,13,2,1,34,21.6,3,1,1,3,3
"58712",2018,49,1,0,7,83709.6280043756,1,11,2,1,45,62,2,2,1,4,1
"58722",2018,35,2,2,7,55483.9815839372,1,15,2,1,49,56.9,3,2,2,4,2
